order_id,order_date,order_time,item_name,category,price,order_datetime
41,2023-01-01,5:15:20 PM,Fettuccine Alfredo,Italian,14.5,2023-01-01 17:15:20
42,2023-01-01,5:28:09 PM,Orange Chicken,Asian,16.5,2023-01-01 17:28:09
42,2023-01-01,5:28:09 PM,Spaghetti,Italian,14.5,2023-01-01 17:28:09
42,2023-01-01,5:28:09 PM,Mushroom Ravioli,Italian,15.5,2023-01-01 17:28:09
42,2023-01-01,5:28:09 PM,Steak Burrito,Mexican,14.95,2023-01-01 17:28:09
43,2023-01-01,5:38:34 PM,Hot Dog,American,9.0,2023-01-01 17:38:34
43,2023-01-01,5:38:34 PM,Chicken Burrito,Mexican,12.95,2023-01-01 17:38:34
43,2023-01-01,5:38:34 PM,Steak Burrito,Mexican,14.95,2023-01-01 17:38:34
44,2023-01-01,5:54:20 PM,Shrimp Scampi,Italian,19.95,2023-01-01 17:54:20
45,2023-01-01,5:55:48 PM,Spaghetti & Meatballs,Italian,17.95,2023-01-01 17:55:48
45,2023-01-01,5:55:48 PM,Korean Beef Bowl,Asian,17.95,2023-01-01 17:55:48
45,2023-01-01,5:55:48 PM,French Fries,American,7.0,2023-01-01 17:55:48
46,2023-01-01,6:25:51 PM,Veggie Burger,American,10.5,2023-01-01 18:25:51
46,2023-01-01,6:25:51 PM,Tofu Pad Thai,Asian,14.5,2023-01-01 18:25:51
46,2023-01-01,6:25:51 PM,French Fries,American,7.0,2023-01-01 18:25:51
47,2023-01-01,6:26:34 PM,Mac & Cheese,American,7.0,2023-01-01 18:26:34
47,2023-01-01,6:26:34 PM,Eggplant Parmesan,Italian,16.95,2023-01-01 18:26:34
48,2023-01-01,6:26:42 PM,Veggie Burger,American,10.5,2023-01-01 18:26:42
48,2023-01-01,6:26:42 PM,Fettuccine Alfredo,Italian,14.5,2023-01-01 18:26:42
48,2023-01-01,6:26:42 PM,Chicken Torta,Mexican,11.95,2023-01-01 18:26:42
48,2023-01-01,6:26:42 PM,Chips & Salsa,Mexican,7.0,2023-01-01 18:26:42
49,2023-01-01,6:33:00 PM,Steak Torta,Mexican,13.95,2023-01-01 18:33:00
51,2023-01-01,6:48:28 PM,Hamburger,American,12.95,2023-01-01 18:48:28
51,2023-01-01,6:48:28 PM,Salmon Roll,Asian,14.95,2023-01-01 18:48:28
52,2023-01-01,6:53:02 PM,Korean Beef Bowl,Asian,17.95,2023-01-01 18:53:02
52,2023-01-01,6:53:02 PM,Mushroom Ravioli,Italian,15.5,2023-01-01 18:53:02
52,2023-01-01,6:53:02 PM,Chips & Salsa,Mexican,7.0,2023-01-01 18:53:02
53,2023-01-01,6:54:17 PM,Salmon Roll,Asian,14.95,2023-01-01 18:54:17
53,2023-01-01,6:54:17 PM,Chips & Guacamole,Mexican,9.0,2023-01-01 18:54:17
54,2023-01-01,7:01:45 PM,Chicken Torta,Mexican,11.95,2023-01-01 19:01:45
54,2023-01-01,7:01:45 PM,French Fries,American,7.0,2023-01-01 19:01:45
55,2023-01-01,7:03:19 PM,Steak Burrito,Mexican,14.95,2023-01-01 19:03:19
55,2023-01-01,7:03:19 PM,Chips & Salsa,Mexican,7.0,2023-01-01 19:03:19
56,2023-01-01,7:07:00 PM,Tofu Pad Thai,Asian,14.5,2023-01-01 19:07:00
56,2023-01-01,7:07:00 PM,Cheese Lasagna,Italian,15.5,2023-01-01 19:07:00
56,2023-01-01,7:07:00 PM,Mac & Cheese,American,7.0,2023-01-01 19:07:00
57,2023-01-01,7:10:51 PM,Tofu Pad Thai,Asian,14.5,2023-01-01 19:10:51
58,2023-01-01,7:30:40 PM,Spaghetti,Italian,14.5,2023-01-01 19:30:40
58,2023-01-01,7:30:40 PM,Edamame,Asian,5.0,2023-01-01 19:30:40
59,2023-01-01,7:40:08 PM,Meat Lasagna,Italian,17.95,2023-01-01 19:40:08
59,2023-01-01,7:40:08 PM,Salmon Roll,Asian,14.95,2023-01-01 19:40:08
59,2023-01-01,7:40:08 PM,Edamame,Asian,5.0,2023-01-01 19:40:08
60,2023-01-01,8:05:16 PM,Veggie Burger,American,10.5,2023-01-01 20:05:16
60,2023-01-01,8:05:16 PM,Spaghetti & Meatballs,Italian,17.95,2023-01-01 20:05:16
61,2023-01-01,8:08:43 PM,Hamburger,American,12.95,2023-01-01 20:08:43
61,2023-01-01,8:08:43 PM,Chicken Burrito,Mexican,12.95,2023-01-01 20:08:43
62,2023-01-01,8:50:16 PM,Hamburger,American,12.95,2023-01-01 20:50:16
62,2023-01-01,8:50:16 PM,Chips & Guacamole,Mexican,9.0,2023-01-01 20:50:16
63,2023-01-01,8:51:42 PM,Salmon Roll,Asian,14.95,2023-01-01 20:51:42
64,2023-01-01,8:52:08 PM,Orange Chicken,Asian,16.5,2023-01-01 20:52:08
65,2023-01-01,9:16:00 PM,Salmon Roll,Asian,14.95,2023-01-01 21:16:00
65,2023-01-01,9:16:00 PM,Steak Torta,Mexican,13.95,2023-01-01 21:16:00
65,2023-01-01,9:16:00 PM,Chips & Salsa,Mexican,7.0,2023-01-01 21:16:00
65,2023-01-01,9:16:00 PM,Chips & Guacamole,Mexican,9.0,2023-01-01 21:16:00
66,2023-01-01,9:47:55 PM,Tofu Pad Thai,Asian,14.5,2023-01-01 21:47:55
66,2023-01-01,9:47:55 PM,Pork Ramen,Asian,17.95,2023-01-01 21:47:55
67,2023-01-01,10:03:40 PM,Mac & Cheese,American,7.0,2023-01-01 22:03:40
68,2023-01-01,10:07:32 PM,Tofu Pad Thai,Asian,14.5,2023-01-01 22:07:32
68,2023-01-01,10:07:32 PM,Chicken Burrito,Mexican,12.95,2023-01-01 22:07:32
68,2023-01-01,10:07:32 PM,Chicken Burrito,Mexican,12.95,2023-01-01 22:07:32
69,2023-01-01,10:12:13 PM,Hamburger,American,12.95,2023-01-01 22:12:13
70,2023-01-02,11:38:51 AM,Meat Lasagna,Italian,17.95,2023-01-02 11:38:51
70,2023-01-02,11:38:51 AM,Cheese Quesadillas,Mexican,10.5,2023-01-02 11:38:51
71,2023-01-02,11:40:50 AM,French Fries,American,7.0,2023-01-02 11:40:50
72,2023-01-02,11:57:25 AM,Chicken Parmesan,Italian,17.95,2023-01-02 11:57:25
73,2023-01-02,11:58:56 AM,French Fries,American,7.0,2023-01-02 11:58:56
74,2023-01-02,12:01:12 PM,Spaghetti,Italian,14.5,2023-01-02 12:01:12
74,2023-01-02,12:01:12 PM,Mushroom Ravioli,Italian,15.5,2023-01-02 12:01:12
74,2023-01-02,12:01:12 PM,Shrimp Scampi,Italian,19.95,2023-01-02 12:01:12
74,2023-01-02,12:01:12 PM,Chips & Guacamole,Mexican,9.0,2023-01-02 12:01:12
75,2023-01-02,12:10:15 PM,Chicken Burrito,Mexican,12.95,2023-01-02 12:10:15
75,2023-01-02,12:10:15 PM,Cheese Lasagna,Italian,15.5,2023-01-02 12:10:15
75,2023-01-02,12:10:15 PM,California Roll,Asian,11.95,2023-01-02 12:10:15
76,2023-01-02,12:21:17 PM,Orange Chicken,Asian,16.5,2023-01-02 12:21:17
76,2023-01-02,12:21:17 PM,Korean Beef Bowl,Asian,17.95,2023-01-02 12:21:17
76,2023-01-02,12:21:17 PM,Meat Lasagna,Italian,17.95,2023-01-02 12:21:17
76,2023-01-02,12:21:17 PM,Chips & Salsa,Mexican,7.0,2023-01-02 12:21:17
77,2023-01-02,12:22:46 PM,Hamburger,American,12.95,2023-01-02 12:22:46
77,2023-01-02,12:22:46 PM,Korean Beef Bowl,Asian,17.95,2023-01-02 12:22:46
78,2023-01-02,12:28:14 PM,Orange Chicken,Asian,16.5,2023-01-02 12:28:14
78,2023-01-02,12:28:14 PM,Tofu Pad Thai,Asian,14.5,2023-01-02 12:28:14
78,2023-01-02,12:28:14 PM,Spaghetti & Meatballs,Italian,17.95,2023-01-02 12:28:14
78,2023-01-02,12:28:14 PM,Pork Ramen,Asian,17.95,2023-01-02 12:28:14
78,2023-01-02,12:28:14 PM,Chips & Salsa,Mexican,7.0,2023-01-02 12:28:14
78,2023-01-02,12:28:14 PM,French Fries,American,7.0,2023-01-02 12:28:14
79,2023-01-02,12:29:11 PM,Pork Ramen,Asian,17.95,2023-01-02 12:29:11
79,2023-01-02,12:29:11 PM,Salmon Roll,Asian,14.95,2023-01-02 12:29:11
79,2023-01-02,12:29:11 PM,French Fries,American,7.0,2023-01-02 12:29:11
80,2023-01-02,12:35:38 PM,Edamame,Asian,5.0,2023-01-02 12:35:38
80,2023-01-02,12:35:38 PM,French Fries,American,7.0,2023-01-02 12:35:38
81,2023-01-02,12:40:01 PM,French Fries,American,7.0,2023-01-02 12:40:01
82,2023-01-02,12:45:51 PM,Orange Chicken,Asian,16.5,2023-01-02 12:45:51
82,2023-01-02,12:45:51 PM,Cheeseburger,American,13.95,2023-01-02 12:45:51
82,2023-01-02,12:45:51 PM,Chips & Salsa,Mexican,7.0,2023-01-02 12:45:51
82,2023-01-02,12:45:51 PM,Eggplant Parmesan,Italian,16.95,2023-01-02 12:45:51
83,2023-01-02,12:53:27 PM,Mac & Cheese,American,7.0,2023-01-02 12:53:27
84,2023-01-02,1:13:41 PM,Edamame,Asian,5.0,2023-01-02 13:13:41
85,2023-01-02,1:34:49 PM,Tofu Pad Thai,Asian,14.5,2023-01-02 13:34:49
85,2023-01-02,1:34:49 PM,Tofu Pad Thai,Asian,14.5,2023-01-02 13:34:49
85,2023-01-02,1:34:49 PM,Chicken Burrito,Mexican,12.95,2023-01-02 13:34:49
85,2023-01-02,1:34:49 PM,Potstickers,Asian,9.0,2023-01-02 13:34:49
86,2023-01-02,1:40:31 PM,Korean Beef Bowl,Asian,17.95,2023-01-02 13:40:31
87,2023-01-02,2:01:02 PM,Pork Ramen,Asian,17.95,2023-01-02 14:01:02
87,2023-01-02,2:01:02 PM,Mushroom Ravioli,Italian,15.5,2023-01-02 14:01:02
87,2023-01-02,2:01:02 PM,Chips & Guacamole,Mexican,9.0,2023-01-02 14:01:02
87,2023-01-02,2:01:02 PM,Chips & Guacamole,Mexican,9.0,2023-01-02 14:01:02
88,2023-01-02,2:10:08 PM,Spaghetti,Italian,14.5,2023-01-02 14:10:08
89,2023-01-02,2:30:19 PM,Cheese Quesadillas,Mexican,10.5,2023-01-02 14:30:19
89,2023-01-02,2:30:19 PM,French Fries,American,7.0,2023-01-02 14:30:19
90,2023-01-02,3:08:48 PM,Steak Torta,Mexican,13.95,2023-01-02 15:08:48
90,2023-01-02,3:08:48 PM,French Fries,American,7.0,2023-01-02 15:08:48
91,2023-01-02,3:14:43 PM,Hamburger,American,12.95,2023-01-02 15:14:43
91,2023-01-02,3:14:43 PM,Veggie Burger,American,10.5,2023-01-02 15:14:43
91,2023-01-02,3:14:43 PM,Edamame,Asian,5.0,2023-01-02 15:14:43
92,2023-01-02,3:17:02 PM,Hamburger,American,12.95,2023-01-02 15:17:02
92,2023-01-02,3:17:02 PM,Chicken Burrito,Mexican,12.95,2023-01-02 15:17:02
92,2023-01-02,3:17:02 PM,Chicken Burrito,Mexican,12.95,2023-01-02 15:17:02
92,2023-01-02,3:17:02 PM,Meat Lasagna,Italian,17.95,2023-01-02 15:17:02
92,2023-01-02,3:17:02 PM,Edamame,Asian,5.0,2023-01-02 15:17:02
92,2023-01-02,3:17:02 PM,Steak Burrito,Mexican,14.95,2023-01-02 15:17:02
92,2023-01-02,3:17:02 PM,Chicken Parmesan,Italian,17.95,2023-01-02 15:17:02
92,2023-01-02,3:17:02 PM,Chips & Guacamole,Mexican,9.0,2023-01-02 15:17:02
92,2023-01-02,3:17:02 PM,Potstickers,Asian,9.0,2023-01-02 15:17:02
93,2023-01-02,3:29:31 PM,Steak Torta,Mexican,13.95,2023-01-02 15:29:31
94,2023-01-02,4:17:16 PM,Pork Ramen,Asian,17.95,2023-01-02 16:17:16
94,2023-01-02,4:17:16 PM,Mac & Cheese,American,7.0,2023-01-02 16:17:16
95,2023-01-02,4:18:04 PM,California Roll,Asian,11.95,2023-01-02 16:18:04
95,2023-01-02,4:18:04 PM,Steak Burrito,Mexican,14.95,2023-01-02 16:18:04
96,2023-01-02,4:21:20 PM,California Roll,Asian,11.95,2023-01-02 16:21:20
97,2023-01-02,4:45:33 PM,Orange Chicken,Asian,16.5,2023-01-02 16:45:33
98,2023-01-02,5:18:18 PM,Tofu Pad Thai,Asian,14.5,2023-01-02 17:18:18
98,2023-01-02,5:18:18 PM,California Roll,Asian,11.95,2023-01-02 17:18:18
99,2023-01-02,5:45:42 PM,Chicken Burrito,Mexican,12.95,2023-01-02 17:45:42
100,2023-01-02,5:46:17 PM,Korean Beef Bowl,Asian,17.95,2023-01-02 17:46:17
101,2023-01-02,5:51:33 PM,Cheeseburger,American,13.95,2023-01-02 17:51:33
101,2023-01-02,5:51:33 PM,Edamame,Asian,5.0,2023-01-02 17:51:33
101,2023-01-02,5:51:33 PM,Cheese Quesadillas,Mexican,10.5,2023-01-02 17:51:33
101,2023-01-02,5:51:33 PM,Chips & Salsa,Mexican,7.0,2023-01-02 17:51:33
102,2023-01-02,5:54:04 PM,Hamburger,American,12.95,2023-01-02 17:54:04
102,2023-01-02,5:54:04 PM,Chicken Torta,Mexican,11.95,2023-01-02 17:54:04
103,2023-01-02,6:02:09 PM,Chips & Guacamole,Mexican,9.0,2023-01-02 18:02:09
104,2023-01-02,6:02:12 PM,Hamburger,American,12.95,2023-01-02 18:02:12
104,2023-01-02,6:02:12 PM,Hot Dog,American,9.0,2023-01-02 18:02:12
104,2023-01-02,6:02:12 PM,Meat Lasagna,Italian,17.95,2023-01-02 18:02:12
104,2023-01-02,6:02:12 PM,Eggplant Parmesan,Italian,16.95,2023-01-02 18:02:12
105,2023-01-02,6:12:01 PM,Korean Beef Bowl,Asian,17.95,2023-01-02 18:12:01
105,2023-01-02,6:12:01 PM,Edamame,Asian,5.0,2023-01-02 18:12:01
105,2023-01-02,6:12:01 PM,Chicken Torta,Mexican,11.95,2023-01-02 18:12:01
106,2023-01-02,6:12:13 PM,Mushroom Ravioli,Italian,15.5,2023-01-02 18:12:13
106,2023-01-02,6:12:13 PM,Chips & Salsa,Mexican,7.0,2023-01-02 18:12:13
107,2023-01-02,6:25:09 PM,Cheeseburger,American,13.95,2023-01-02 18:25:09
107,2023-01-02,6:25:09 PM,Chicken Burrito,Mexican,12.95,2023-01-02 18:25:09
107,2023-01-02,6:25:09 PM,Chips & Salsa,Mexican,7.0,2023-01-02 18:25:09
107,2023-01-02,6:25:09 PM,Eggplant Parmesan,Italian,16.95,2023-01-02 18:25:09
108,2023-01-02,6:25:25 PM,Tofu Pad Thai,Asian,14.5,2023-01-02 18:25:25
108,2023-01-02,6:25:25 PM,Korean Beef Bowl,Asian,17.95,2023-01-02 18:25:25
108,2023-01-02,6:25:25 PM,Chips & Guacamole,Mexican,9.0,2023-01-02 18:25:25
109,2023-01-02,6:27:50 PM,Pork Ramen,Asian,17.95,2023-01-02 18:27:50
109,2023-01-02,6:27:50 PM,Chicken Burrito,Mexican,12.95,2023-01-02 18:27:50
109,2023-01-02,6:27:50 PM,Edamame,Asian,5.0,2023-01-02 18:27:50
109,2023-01-02,6:27:50 PM,Chicken Torta,Mexican,11.95,2023-01-02 18:27:50
110,2023-01-02,6:36:19 PM,Orange Chicken,Asian,16.5,2023-01-02 18:36:19
110,2023-01-02,6:36:19 PM,California Roll,Asian,11.95,2023-01-02 18:36:19
110,2023-01-02,6:36:19 PM,Cheese Quesadillas,Mexican,10.5,2023-01-02 18:36:19
110,2023-01-02,6:36:19 PM,Chips & Salsa,Mexican,7.0,2023-01-02 18:36:19
111,2023-01-02,6:38:01 PM,Cheeseburger,American,13.95,2023-01-02 18:38:01
111,2023-01-02,6:38:01 PM,Spaghetti,Italian,14.5,2023-01-02 18:38:01
111,2023-01-02,6:38:01 PM,Edamame,Asian,5.0,2023-01-02 18:38:01
111,2023-01-02,6:38:01 PM,Shrimp Scampi,Italian,19.95,2023-01-02 18:38:01
112,2023-01-02,6:41:40 PM,Edamame,Asian,5.0,2023-01-02 18:41:40
113,2023-01-02,6:50:21 PM,Cheeseburger,American,13.95,2023-01-02 18:50:21
113,2023-01-02,6:50:21 PM,Mushroom Ravioli,Italian,15.5,2023-01-02 18:50:21
113,2023-01-02,6:50:21 PM,Mac & Cheese,American,7.0,2023-01-02 18:50:21
114,2023-01-02,6:59:32 PM,Edamame,Asian,5.0,2023-01-02 18:59:32
114,2023-01-02,6:59:32 PM,Steak Torta,Mexican,13.95,2023-01-02 18:59:32
115,2023-01-02,7:05:17 PM,Orange Chicken,Asian,16.5,2023-01-02 19:05:17
115,2023-01-02,7:05:17 PM,California Roll,Asian,11.95,2023-01-02 19:05:17
115,2023-01-02,7:05:17 PM,French Fries,American,7.0,2023-01-02 19:05:17
116,2023-01-02,7:18:49 PM,Spaghetti,Italian,14.5,2023-01-02 19:18:49
117,2023-01-02,7:23:02 PM,Steak Burrito,Mexican,14.95,2023-01-02 19:23:02
117,2023-01-02,7:23:02 PM,Steak Torta,Mexican,13.95,2023-01-02 19:23:02
118,2023-01-02,7:26:59 PM,Chicken Torta,Mexican,11.95,2023-01-02 19:26:59
118,2023-01-02,7:26:59 PM,Chicken Parmesan,Italian,17.95,2023-01-02 19:26:59
119,2023-01-02,7:32:29 PM,Spaghetti & Meatballs,Italian,17.95,2023-01-02 19:32:29
120,2023-01-02,7:35:07 PM,Tofu Pad Thai,Asian,14.5,2023-01-02 19:35:07
120,2023-01-02,7:35:07 PM,Korean Beef Bowl,Asian,17.95,2023-01-02 19:35:07
120,2023-01-02,7:35:07 PM,Chicken Parmesan,Italian,17.95,2023-01-02 19:35:07
121,2023-01-02,7:38:48 PM,Hamburger,American,12.95,2023-01-02 19:38:48
121,2023-01-02,7:38:48 PM,Spaghetti & Meatballs,Italian,17.95,2023-01-02 19:38:48
121,2023-01-02,7:38:48 PM,Steak Torta,Mexican,13.95,2023-01-02 19:38:48
121,2023-01-02,7:38:48 PM,Mac & Cheese,American,7.0,2023-01-02 19:38:48
122,2023-01-02,7:50:19 PM,Chicken Burrito,Mexican,12.95,2023-01-02 19:50:19
123,2023-01-02,8:12:09 PM,Pork Ramen,Asian,17.95,2023-01-02 20:12:09
124,2023-01-02,8:12:34 PM,Hamburger,American,12.95,2023-01-02 20:12:34
124,2023-01-02,8:12:34 PM,Steak Torta,Mexican,13.95,2023-01-02 20:12:34
